game_id,condition,round,total_rounds,phase,han_scs,sc_delta,pressure,pressure_pos,unit,order_type,action,target,support_state,reasoning_chars
tarot_opus_20260411_174138_b51a,tarot,14,20,late,1,0,stable,losing,shangcai,hold,hold,shangcai,,237
tarot_opus_20260411_174138_b51a,tarot,15,20,late,1,0,stable,losing,shangcai,hold,hold,,,1084
tarot_opus_20260411_174138_b51a,tarot,16,20,late,0,-1,losing,losing,shangcai,hold,hold,,,807
tarot_opus_20260416_070448_ceea,tarot,1,20,early,3,1,gaining,stable,shangdang,hold,hold,,,277
tarot_opus_20260416_070448_ceea,tarot,1,20,early,3,1,gaining,stable,zheng,move,move,shangcai,,359
tarot_opus_20260416_070448_ceea,tarot,2,20,early,3,0,stable,stable,shangcai,hold,hold,,,211
tarot_opus_20260416_070448_ceea,tarot,2,20,early,3,0,stable,stable,shangdang,hold,hold,,,193
tarot_opus_20260416_070448_ceea,tarot,2,20,early,3,0,stable,stable,zheng,support,self_support,shangcai,han,301
tarot_opus_20260416_070448_ceea,tarot,3,20,early,3,0,stable,stable,zheng,hold,hold,,,202
tarot_opus_20260416_070448_ceea,tarot,3,20,early,3,0,stable,stable,shangdang,support,self_support,zheng,han,176
tarot_opus_20260416_070448_ceea,tarot,3,20,early,3,0,stable,stable,shangcai,hold,hold,,,227
tarot_opus_20260416_070448_ceea,tarot,4,20,early,2,-1,losing,stable,shangcai,hold,hold,,,135
tarot_opus_20260416_070448_ceea,tarot,4,20,early,2,-1,losing,stable,shangdang,hold,hold,,,99
tarot_opus_20260416_070448_ceea,tarot,4,20,early,2,-1,losing,stable,zheng,support,self_support,shangdang,han,136
tarot_opus_20260416_070448_ceea,tarot,5,20,early,2,0,stable,stable,shangdang,hold,hold,,,199
tarot_opus_20260416_070448_ceea,tarot,5,20,early,2,0,stable,stable,zheng,hold,hold,,,195
tarot_opus_20260416_070448_ceea,tarot,6,20,early,2,0,stable,stable,shangdang,hold,hold,,,195
tarot_opus_20260416_070448_ceea,tarot,6,20,early,2,0,stable,stable,zheng,hold,hold,,,235
tarot_opus_20260416_070448_ceea,tarot,7,20,mid,2,0,stable,stable,shangdang,hold,hold,,,222
tarot_opus_20260416_070448_ceea,tarot,7,20,mid,2,0,stable,stable,zheng,hold,hold,,,208
tarot_opus_20260416_070448_ceea,tarot,8,20,mid,2,0,stable,stable,shangdang,hold,hold,,,402
tarot_opus_20260416_070448_ceea,tarot,8,20,mid,2,0,stable,stable,zheng,hold,hold,,,384
tarot_opus_20260416_070448_ceea,tarot,9,20,mid,2,0,stable,stable,shangdang,hold,hold,,,191
tarot_opus_20260416_070448_ceea,tarot,9,20,mid,2,0,stable,stable,zheng,support,self_support,shangdang,han,331
tarot_opus_20260416_070448_ceea,tarot,10,20,mid,2,0,stable,stable,shangdang,hold,hold,,,178
tarot_opus_20260416_070448_ceea,tarot,10,20,mid,2,0,stable,stable,zheng,hold,hold,,,254
tarot_opus_20260416_070448_ceea,tarot,11,20,mid,2,0,stable,stable,shangdang,support,self_support,zheng,han,84
tarot_opus_20260416_070448_ceea,tarot,11,20,mid,2,0,stable,stable,zheng,hold,hold,,,110
tarot_opus_20260416_070448_ceea,tarot,12,20,mid,2,0,stable,stable,zheng,support,other_support,luoyang,qin,147
tarot_opus_20260416_070448_ceea,tarot,12,20,mid,2,0,stable,stable,shangdang,hold,hold,,,106
tarot_opus_20260416_070448_ceea,tarot,13,20,mid,2,0,stable,stable,shangdang,hold,hold,,,215
tarot_opus_20260416_070448_ceea,tarot,13,20,mid,2,0,stable,stable,zheng,hold,hold,,,275
tarot_opus_20260416_070448_ceea,tarot,14,20,late,2,0,stable,stable,shangdang,hold,hold,,,133
tarot_opus_20260416_070448_ceea,tarot,14,20,late,2,0,stable,stable,zheng,hold,hold,,,133
tarot_opus_20260416_070448_ceea,tarot,15,20,late,2,0,stable,stable,shangdang,support,self_support,zheng,han,175
tarot_opus_20260416_070448_ceea,tarot,15,20,late,2,0,stable,stable,zheng,hold,hold,,,211
tarot_opus_20260416_070448_ceea,tarot,16,20,late,2,0,stable,stable,shangdang,hold,hold,,,75
tarot_opus_20260416_070448_ceea,tarot,16,20,late,2,0,stable,stable,zheng,hold,hold,,,67
tarot_opus_20260416_070448_ceea,tarot,17,20,late,2,0,stable,stable,shangdang,hold,hold,,,87
tarot_opus_20260416_070448_ceea,tarot,17,20,late,2,0,stable,stable,zheng,hold,hold,,,95
tarot_opus_20260416_070448_ceea,tarot,18,20,late,2,0,stable,stable,shangdang,hold,hold,,,82
tarot_opus_20260416_070448_ceea,tarot,18,20,late,2,0,stable,stable,zheng,hold,hold,,,143
tarot_opus_20260416_070448_ceea,tarot,19,20,late,2,0,stable,stable,shangdang,hold,hold,,,117
tarot_opus_20260416_070448_ceea,tarot,19,20,late,2,0,stable,stable,zheng,hold,hold,,,122
tarot_opus_20260416_070448_ceea,tarot,20,20,late,2,0,stable,stable,shangdang,support,self_support,zheng,han,0
tarot_opus_20260416_070448_ceea,tarot,20,20,late,2,0,stable,stable,zheng,hold,hold,,,0
tarot_opus_20260416_084349_35a7,tarot,1,20,early,3,1,gaining,stable,shangdang,hold,hold,,,83
tarot_opus_20260416_084349_35a7,tarot,1,20,early,3,1,gaining,stable,zheng,move,move,shangcai,,249
tarot_opus_20260416_084349_35a7,tarot,2,20,early,3,0,stable,stable,shangcai,hold,hold,,,182
tarot_opus_20260416_084349_35a7,tarot,2,20,early,3,0,stable,stable,shangdang,hold,hold,,,129
tarot_opus_20260416_084349_35a7,tarot,2,20,early,3,0,stable,stable,zheng,support,self_support,shangcai,han,104
tarot_opus_20260416_084349_35a7,tarot,3,20,early,3,0,stable,stable,shangcai,hold,hold,,,114
tarot_opus_20260416_084349_35a7,tarot,3,20,early,3,0,stable,stable,shangdang,hold,hold,,,145
tarot_opus_20260416_084349_35a7,tarot,3,20,early,3,0,stable,stable,zheng,hold,hold,,,123
tarot_opus_20260416_084349_35a7,tarot,4,20,early,3,0,stable,stable,shangcai,hold,hold,,,129
tarot_opus_20260416_084349_35a7,tarot,4,20,early,3,0,stable,stable,shangdang,support,self_support,zheng,han,142
tarot_opus_20260416_084349_35a7,tarot,4,20,early,3,0,stable,stable,zheng,hold,hold,,,122
tarot_opus_20260416_084349_35a7,tarot,5,20,early,3,0,stable,stable,zheng,hold,hold,,,42
tarot_opus_20260416_084349_35a7,tarot,5,20,early,3,0,stable,stable,shangdang,hold,hold,,,48
tarot_opus_20260416_084349_35a7,tarot,5,20,early,3,0,stable,stable,shangcai,hold,hold,,,34
tarot_opus_20260416_084349_35a7,tarot,6,20,early,3,0,stable,stable,shangdang,move,move,yewang,,71
tarot_opus_20260416_084349_35a7,tarot,6,20,early,3,0,stable,stable,zheng,support,self_support,yewang,han,86
tarot_opus_20260416_084349_35a7,tarot,6,20,early,3,0,stable,stable,shangcai,hold,hold,,,67
tarot_opus_20260416_084349_35a7,tarot,7,20,mid,3,0,stable,stable,shangdang,hold,hold,,,86
tarot_opus_20260416_084349_35a7,tarot,7,20,mid,3,0,stable,stable,shangcai,support,self_support,zheng,han,99
tarot_opus_20260416_084349_35a7,tarot,7,20,mid,3,0,stable,stable,zheng,hold,hold,,,79
tarot_opus_20260416_084349_35a7,tarot,8,20,mid,3,0,stable,stable,zheng,support,other_support,luoyang,chu,68
tarot_opus_20260416_084349_35a7,tarot,8,20,mid,3,0,stable,stable,shangdang,hold,hold,,,80
tarot_opus_20260416_084349_35a7,tarot,8,20,mid,3,0,stable,stable,shangcai,move,move,huai_river,,99
tarot_opus_20260416_084349_35a7,tarot,9,20,mid,3,0,stable,stable,zheng,support,other_support,luoyang,chu,0
tarot_opus_20260416_084349_35a7,tarot,9,20,mid,3,0,stable,stable,shangdang,hold,hold,,,0
tarot_opus_20260416_084349_35a7,tarot,9,20,mid,3,0,stable,stable,huai_river,hold,hold,,,0
tarot_opus_20260416_084349_35a7,tarot,10,20,mid,4,1,gaining,stable,zheng,hold,hold,,,0
tarot_opus_20260416_084349_35a7,tarot,10,20,mid,4,1,gaining,stable,shangdang,support,self_support,zheng,han,0
tarot_opus_20260416_084349_35a7,tarot,10,20,mid,4,1,gaining,stable,huai_river,move,move,chenliu,,0
tarot_opus_20260416_084349_35a7,tarot,11,20,mid,3,-1,losing,stable,chenliu,move,move,daliang,,557
tarot_opus_20260416_084349_35a7,tarot,11,20,mid,3,-1,losing,stable,zheng,hold,hold,,,418
tarot_opus_20260416_084349_35a7,tarot,11,20,mid,3,-1,losing,stable,shangdang,hold,hold,,,383
tarot_opus_20260416_084349_35a7,tarot,11,20,mid,3,-1,losing,stable,shangcai,support,self_support,zheng,han,388
tarot_opus_20260416_084349_35a7,tarot,12,20,mid,3,0,stable,stable,zheng,hold,hold,,,360
tarot_opus_20260416_084349_35a7,tarot,12,20,mid,3,0,stable,stable,shangdang,support,self_support,zheng,han,369
tarot_opus_20260416_084349_35a7,tarot,12,20,mid,3,0,stable,stable,shangcai,hold,hold,,,468
tarot_opus_20260416_084349_35a7,tarot,13,20,mid,2,-1,losing,stable,shangcai,hold,hold,,,699
tarot_opus_20260416_084349_35a7,tarot,13,20,mid,2,-1,losing,stable,shangdang,support,self_support,zheng,han,296
tarot_opus_20260416_084349_35a7,tarot,13,20,mid,2,-1,losing,stable,zheng,hold,hold,,,384
tarot_opus_20260416_084349_35a7,tarot,14,20,late,1,-1,losing,losing,shangcai,hold,hold,,,112
tarot_opus_20260416_084349_35a7,tarot,14,20,late,1,-1,losing,losing,shangdang,hold,hold,,,100
tarot_opus_20260416_084349_35a7,tarot,15,20,late,0,-1,losing,losing,shangcai,hold,hold,,,879
tarot_opus_20260417_064826_fbb9,tarot,1,20,early,3,1,gaining,stable,zheng,move,move,shangcai,,181
tarot_opus_20260417_064826_fbb9,tarot,1,20,early,3,1,gaining,stable,shangdang,hold,hold,,,160
tarot_opus_20260417_064826_fbb9,tarot,2,20,early,3,0,stable,stable,shangcai,move,move,huai_river,,304
tarot_opus_20260417_064826_fbb9,tarot,2,20,early,3,0,stable,stable,shangdang,hold,hold,,,244
tarot_opus_20260417_064826_fbb9,tarot,2,20,early,3,0,stable,stable,zheng,support,self_support,shangdang,han,333
tarot_opus_20260417_064826_fbb9,tarot,3,20,early,2,-1,losing,stable,huai_river,support,self_support,shangcai,han,205
tarot_opus_20260417_064826_fbb9,tarot,3,20,early,2,-1,losing,stable,shangdang,move,move,zhongtiao,,232
tarot_opus_20260417_064826_fbb9,tarot,3,20,early,2,-1,losing,stable,zheng,hold,hold,,,245
tarot_opus_20260417_064826_fbb9,tarot,4,20,early,1,-1,losing,losing,huai_river,hold,hold,,,129
tarot_opus_20260417_064826_fbb9,tarot,4,20,early,1,-1,losing,losing,zheng,hold,hold,,,122
tarot_opus_20260417_064826_fbb9,tarot,5,20,early,1,0,stable,losing,zheng,hold,hold,,,253
tarot_opus_20260417_064826_fbb9,tarot,6,20,early,1,0,stable,losing,zheng,hold,hold,,,296
tarot_opus_20260417_064826_fbb9,tarot,7,20,mid,1,0,stable,losing,zheng,hold,hold,,,262
tarot_opus_20260417_064826_fbb9,tarot,8,20,mid,1,0,stable,losing,zheng,hold,hold,,,1018
tarot_opus_20260417_064826_fbb9,tarot,9,20,mid,0,-1,losing,losing,shangcai,hold,hold,,,921
tarot_opus_20260417_064827_e0ff,tarot,1,20,early,3,1,gaining,stable,zheng,move,move,shangcai,,529
tarot_opus_20260417_064827_e0ff,tarot,1,20,early,3,1,gaining,stable,shangdang,hold,hold,,,412
tarot_opus_20260417_064827_e0ff,tarot,2,20,early,3,0,stable,stable,shangcai,hold,hold,,,264
tarot_opus_20260417_064827_e0ff,tarot,2,20,early,3,0,stable,stable,shangdang,hold,hold,,,193
tarot_opus_20260417_064827_e0ff,tarot,2,20,early,3,0,stable,stable,zheng,support,self_support,shangdang,han,310
tarot_opus_20260417_064827_e0ff,tarot,3,20,early,2,-1,losing,stable,shangcai,move,move,huai_river,,222
tarot_opus_20260417_064827_e0ff,tarot,3,20,early,2,-1,losing,stable,zheng,support,self_support,shangdang,han,337
tarot_opus_20260417_064827_e0ff,tarot,3,20,early,2,-1,losing,stable,shangdang,hold,hold,,,239
tarot_opus_20260417_064827_e0ff,tarot,4,20,early,2,0,stable,stable,shangdang,support,self_support,zheng,han,169
tarot_opus_20260417_064827_e0ff,tarot,4,20,early,2,0,stable,stable,zheng,hold,hold,,,235
tarot_opus_20260417_064827_e0ff,tarot,5,20,early,2,0,stable,stable,shangdang,support,self_support,zheng,han,32
tarot_opus_20260417_064827_e0ff,tarot,5,20,early,2,0,stable,stable,zheng,hold,hold,,,52
tarot_opus_20260417_064827_e0ff,tarot,6,20,early,2,0,stable,stable,zheng,hold,hold,,,873
tarot_opus_20260417_064827_e0ff,tarot,6,20,early,2,0,stable,stable,shangdang,support,self_support,zheng,han,681
tarot_opus_20260417_064827_e0ff,tarot,7,20,mid,2,0,stable,stable,shangdang,support,self_support,zheng,han,683
tarot_opus_20260417_064827_e0ff,tarot,7,20,mid,2,0,stable,stable,zheng,support,self_support,shangdang,han,647
tarot_opus_20260417_064827_e0ff,tarot,8,20,mid,2,0,stable,stable,shangdang,support,self_support,zheng,han,811
tarot_opus_20260417_064827_e0ff,tarot,8,20,mid,2,0,stable,stable,zheng,hold,hold,,,589
tarot_opus_20260417_064827_e0ff,tarot,9,20,mid,2,0,stable,stable,zheng,hold,hold,,,557
tarot_opus_20260417_064827_e0ff,tarot,9,20,mid,2,0,stable,stable,shangdang,support,self_support,zheng,han,600
tarot_opus_20260417_064827_e0ff,tarot,10,20,mid,2,0,stable,stable,shangdang,hold,hold,,,637
tarot_opus_20260417_064827_e0ff,tarot,10,20,mid,2,0,stable,stable,zheng,hold,hold,,,558
tarot_opus_20260417_064827_e0ff,tarot,11,20,mid,2,0,stable,stable,shangdang,support,self_support,zheng,han,733
tarot_opus_20260417_064827_e0ff,tarot,11,20,mid,2,0,stable,stable,zheng,hold,hold,,,424
tarot_opus_20260417_064827_e0ff,tarot,12,20,mid,2,0,stable,stable,shangdang,hold,hold,,,230
tarot_opus_20260417_064827_e0ff,tarot,12,20,mid,2,0,stable,stable,zheng,support,other_support,yewang,wei,526
tarot_opus_20260417_064827_e0ff,tarot,13,20,mid,2,0,stable,stable,shangdang,hold,hold,,,366
tarot_opus_20260417_064827_e0ff,tarot,13,20,mid,2,0,stable,stable,zheng,hold,hold,,,534
tarot_opus_20260417_064827_e0ff,tarot,14,20,late,2,0,stable,stable,zheng,move,move,yewang,,694
tarot_opus_20260417_064827_e0ff,tarot,14,20,late,2,0,stable,stable,shangdang,hold,hold,,,550
tarot_opus_20260417_064827_e0ff,tarot,15,20,late,2,0,stable,stable,shangdang,hold,hold,,,991
tarot_opus_20260417_064827_e0ff,tarot,15,20,late,2,0,stable,stable,yewang,hold,hold,,,834
tarot_opus_20260417_064827_e0ff,tarot,16,20,late,2,0,stable,stable,yewang,move,move,zheng,,360
tarot_opus_20260417_064827_e0ff,tarot,16,20,late,2,0,stable,stable,shangdang,support,self_support,zheng,han,423
tarot_opus_20260417_064827_e0ff,tarot,17,20,late,2,0,stable,stable,shangdang,hold,hold,,,434
tarot_opus_20260417_064827_e0ff,tarot,17,20,late,2,0,stable,stable,zheng,support,self_support,shangdang,han,670
tarot_opus_20260417_064827_e0ff,tarot,18,20,late,1,-1,losing,losing,shangdang,hold,hold,,,180
tarot_opus_20260417_064827_e0ff,tarot,18,20,late,1,-1,losing,losing,zheng,support,self_support,shangdang,han,539
tarot_opus_20260417_064827_e0ff,tarot,19,20,late,1,0,stable,losing,zheng,hold,hold,,,731
tarot_opus_20260417_064827_e0ff,tarot,20,20,late,1,0,stable,losing,shangcai,hold,hold,,,615
tarot_opus_20260417_064828_54d8,tarot,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,194
tarot_opus_20260417_064828_54d8,tarot,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,243
tarot_opus_20260417_064828_54d8,tarot,2,20,early,2,0,stable,stable,shangdang,hold,hold,,,603
tarot_opus_20260417_064828_54d8,tarot,2,20,early,2,0,stable,stable,zheng,hold,hold,,,549
tarot_opus_20260417_064828_54d8,tarot,3,20,early,2,0,stable,stable,shangdang,hold,hold,,,227
tarot_opus_20260417_064828_54d8,tarot,3,20,early,2,0,stable,stable,zheng,hold,hold,,,564
tarot_opus_20260417_064828_54d8,tarot,4,20,early,2,0,stable,stable,zheng,move,move,luoyang,,751
tarot_opus_20260417_064828_54d8,tarot,4,20,early,2,0,stable,stable,shangdang,move,move,zheng,,702
tarot_opus_20260417_064828_54d8,tarot,5,20,early,2,0,stable,stable,zheng,move,move,luoyang,,383
tarot_opus_20260417_064828_54d8,tarot,5,20,early,2,0,stable,stable,shangdang,hold,hold,,,367
tarot_opus_20260417_064828_54d8,tarot,6,20,early,2,0,stable,stable,shangdang,move,move,zheng,,325
tarot_opus_20260417_064828_54d8,tarot,6,20,early,2,0,stable,stable,yewang,support,self_support,zheng,han,256
tarot_opus_20260417_064828_54d8,tarot,7,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,864
tarot_opus_20260417_064828_54d8,tarot,7,20,mid,2,0,stable,stable,yewang,hold,hold,,,720
tarot_opus_20260417_064828_54d8,tarot,8,20,mid,2,0,stable,stable,shangdang,move,move,zheng,,719
tarot_opus_20260417_064828_54d8,tarot,8,20,mid,2,0,stable,stable,yewang,support,self_support,zheng,han,636
tarot_opus_20260417_064828_54d8,tarot,9,20,mid,2,0,stable,stable,yewang,hold,hold,,,619
tarot_opus_20260417_064828_54d8,tarot,9,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,851
tarot_opus_20260417_064828_54d8,tarot,10,20,mid,2,0,stable,stable,shangdang,support,self_support,zheng,han,726
tarot_opus_20260417_064828_54d8,tarot,10,20,mid,2,0,stable,stable,yewang,move,move,zheng,,614
tarot_opus_20260417_064828_54d8,tarot,11,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,619
tarot_opus_20260417_064828_54d8,tarot,11,20,mid,2,0,stable,stable,shangdang,hold,hold,,,377
tarot_opus_20260417_064828_54d8,tarot,12,20,mid,2,0,stable,stable,zheng,move,move,luoyang,,168
tarot_opus_20260417_064828_54d8,tarot,12,20,mid,2,0,stable,stable,shangdang,hold,hold,,,145
tarot_opus_20260417_064828_54d8,tarot,13,20,mid,2,0,stable,stable,shangdang,hold,hold,,,266
tarot_opus_20260417_064828_54d8,tarot,13,20,mid,2,0,stable,stable,zheng,hold,hold,,,312
tarot_opus_20260417_064828_54d8,tarot,14,20,late,1,-1,losing,losing,shangdang,hold,hold,,,222
tarot_opus_20260417_064828_54d8,tarot,14,20,late,1,-1,losing,losing,zheng,move,move,luoyang,,724
tarot_opus_20260417_064828_54d8,tarot,15,20,late,1,0,stable,losing,shangdang,hold,hold,,,273
tarot_opus_20260417_064828_54d8,tarot,16,20,late,1,0,stable,losing,shangdang,hold,hold,,,1124
tarot_opus_20260417_064828_54d8,tarot,17,20,late,1,0,stable,losing,shangdang,hold,hold,,,335
tarot_opus_20260417_064828_54d8,tarot,18,20,late,1,0,stable,losing,shangdang,hold,hold,,,808
tarot_opus_20260417_064828_54d8,tarot,19,20,late,1,0,stable,losing,shangdang,hold,hold,,,874
tarot_opus_20260417_064828_54d8,tarot,20,20,late,0,-1,losing,losing,shangdang,hold,hold,,,1229
tarot_opus_20260417_064828_ffa6,tarot,1,20,early,3,1,gaining,stable,shangdang,hold,hold,,,752
tarot_opus_20260417_064828_ffa6,tarot,1,20,early,3,1,gaining,stable,zheng,move,move,yewang,,837
tarot_opus_20260417_064828_ffa6,tarot,2,20,early,3,0,stable,stable,shangdang,hold,hold,,,971
tarot_opus_20260417_064828_ffa6,tarot,2,20,early,3,0,stable,stable,yewang,hold,hold,,,501
tarot_opus_20260417_064828_ffa6,tarot,2,20,early,3,0,stable,stable,zheng,move,move,shangcai,,736
tarot_opus_20260417_064828_ffa6,tarot,3,20,early,4,1,gaining,stable,shangdang,support,self_support,zheng,han,485
tarot_opus_20260417_064828_ffa6,tarot,3,20,early,4,1,gaining,stable,yewang,move,move,zheng,,512
tarot_opus_20260417_064828_ffa6,tarot,3,20,early,4,1,gaining,stable,zheng,move,move,shangcai,,507
tarot_opus_20260417_064828_ffa6,tarot,4,20,early,4,0,stable,stable,luoyang,hold,hold,,,753
tarot_opus_20260417_064828_ffa6,tarot,4,20,early,4,0,stable,stable,shangdang,hold,hold,,,399
tarot_opus_20260417_064828_ffa6,tarot,4,20,early,4,0,stable,stable,yewang,hold,hold,,,348
tarot_opus_20260417_064828_ffa6,tarot,4,20,early,4,0,stable,stable,zheng,move,move,shangcai,,472
tarot_opus_20260417_064828_ffa6,tarot,5,20,early,4,0,stable,stable,luoyang,hold,hold,,,273
tarot_opus_20260417_064828_ffa6,tarot,5,20,early,4,0,stable,stable,shangdang,hold,hold,,,292
tarot_opus_20260417_064828_ffa6,tarot,5,20,early,4,0,stable,stable,yewang,hold,hold,,,271
tarot_opus_20260417_064828_ffa6,tarot,5,20,early,4,0,stable,stable,zheng,support,self_support,yewang,han,506
tarot_opus_20260417_064828_ffa6,tarot,6,20,early,4,0,stable,stable,luoyang,support,self_support,central_plain,han,772
tarot_opus_20260417_064828_ffa6,tarot,6,20,early,4,0,stable,stable,yewang,move,move,central_plain,,433
tarot_opus_20260417_064828_ffa6,tarot,6,20,early,4,0,stable,stable,zheng,support,self_support,luoyang,han,540
tarot_opus_20260417_064828_ffa6,tarot,6,20,early,4,0,stable,stable,shangdang,hold,hold,,,404
tarot_opus_20260417_064828_ffa6,tarot,7,20,mid,4,0,stable,stable,luoyang,hold,hold,,,168
tarot_opus_20260417_064828_ffa6,tarot,7,20,mid,4,0,stable,stable,central_plain,support,self_support,luoyang,han,197
tarot_opus_20260417_064828_ffa6,tarot,7,20,mid,4,0,stable,stable,zheng,hold,hold,,,191
tarot_opus_20260417_064828_ffa6,tarot,7,20,mid,4,0,stable,stable,shangdang,support,self_support,zheng,han,332
tarot_opus_20260417_064828_ffa6,tarot,8,20,mid,4,0,stable,stable,central_plain,move,move,yewang,,288
tarot_opus_20260417_064828_ffa6,tarot,8,20,mid,4,0,stable,stable,luoyang,hold,hold,,,237
tarot_opus_20260417_064828_ffa6,tarot,8,20,mid,4,0,stable,stable,shangdang,hold,hold,,,247
tarot_opus_20260417_064828_ffa6,tarot,8,20,mid,4,0,stable,stable,zheng,hold,hold,,,387
tarot_opus_20260417_064828_ffa6,tarot,9,20,mid,4,0,stable,stable,luoyang,hold,hold,,,290
tarot_opus_20260417_064828_ffa6,tarot,9,20,mid,4,0,stable,stable,zheng,support,self_support,luoyang,han,270
tarot_opus_20260417_064828_ffa6,tarot,9,20,mid,4,0,stable,stable,yewang,hold,hold,,,275
tarot_opus_20260417_064828_ffa6,tarot,9,20,mid,4,0,stable,stable,shangdang,hold,hold,,,397
tarot_opus_20260417_064828_ffa6,tarot,10,20,mid,3,-1,losing,stable,luoyang,hold,hold,,,229
tarot_opus_20260417_064828_ffa6,tarot,10,20,mid,3,-1,losing,stable,shangdang,hold,hold,,,271
tarot_opus_20260417_064828_ffa6,tarot,10,20,mid,3,-1,losing,stable,zheng,support,self_support,shangdang,han,342
tarot_opus_20260417_064828_ffa6,tarot,10,20,mid,3,-1,losing,stable,yewang,hold,hold,,,379
tarot_opus_20260417_064828_ffa6,tarot,11,20,mid,3,0,stable,stable,luoyang,hold,hold,,,893
tarot_opus_20260417_064828_ffa6,tarot,11,20,mid,3,0,stable,stable,yewang,hold,hold,,,304
tarot_opus_20260417_064828_ffa6,tarot,11,20,mid,3,0,stable,stable,zheng,support,self_support,luoyang,han,419
tarot_opus_20260417_064828_ffa6,tarot,12,20,mid,2,-1,losing,stable,luoyang,hold,hold,,,518
tarot_opus_20260417_064828_ffa6,tarot,12,20,mid,2,-1,losing,stable,yewang,move,move,henei,,576
tarot_opus_20260417_064828_ffa6,tarot,12,20,mid,2,-1,losing,stable,zheng,hold,hold,,,505
tarot_opus_20260417_064828_ffa6,tarot,13,20,mid,2,0,stable,stable,luoyang,hold,hold,,,745
tarot_opus_20260417_064828_ffa6,tarot,13,20,mid,2,0,stable,stable,zheng,support,self_support,luoyang,han,742
tarot_opus_20260417_064828_ffa6,tarot,14,20,late,1,-1,losing,losing,luoyang,hold,hold,,,1059
tarot_opus_20260417_064828_ffa6,tarot,14,20,late,1,-1,losing,losing,yewang,hold,hold,,,1026
tarot_opus_20260417_064828_ffa6,tarot,15,20,late,1,0,stable,losing,yewang,hold,hold,,,908
tarot_opus_20260417_064828_ffa6,tarot,16,20,late,0,-1,losing,losing,yewang,move,move,henei,,718
scrambled_text_opus_20260423_234641_7c92,scrambled,1,20,early,2,0,stable,stable,shangdang,hold,hold,,,340
scrambled_text_opus_20260423_234641_7c92,scrambled,1,20,early,2,0,stable,stable,zheng,move,move,luoyang,,671
scrambled_text_opus_20260423_234641_7c92,scrambled,2,20,early,2,0,stable,stable,shangdang,move,move,zhongtiao,,457
scrambled_text_opus_20260423_234641_7c92,scrambled,2,20,early,2,0,stable,stable,zheng,move,move,luoyang,,356
scrambled_text_opus_20260423_234641_7c92,scrambled,3,20,early,2,0,stable,stable,zheng,move,move,luoyang,,302
scrambled_text_opus_20260423_234641_7c92,scrambled,3,20,early,2,0,stable,stable,zhongtiao,move,move,hangu_pass,,315
scrambled_text_opus_20260423_234641_7c92,scrambled,4,20,early,2,0,stable,stable,zheng,move,move,luoyang,,585
scrambled_text_opus_20260423_234641_7c92,scrambled,4,20,early,2,0,stable,stable,zhongtiao,hold,hold,,,476
scrambled_text_opus_20260423_234641_7c92,scrambled,5,20,early,2,0,stable,stable,shangcai,hold,hold,,,462
scrambled_text_opus_20260423_234641_7c92,scrambled,5,20,early,2,0,stable,stable,zhongtiao,move,move,shangdang,,840
scrambled_text_opus_20260423_234641_7c92,scrambled,6,20,early,2,0,stable,stable,shangcai,support,self_support,zheng,han,216
scrambled_text_opus_20260423_234641_7c92,scrambled,6,20,early,2,0,stable,stable,shangdang,move,move,zheng,,294
scrambled_text_opus_20260423_234641_7c92,scrambled,7,20,mid,2,0,stable,stable,zheng,hold,hold,,,391
scrambled_text_opus_20260423_234641_7c92,scrambled,7,20,mid,2,0,stable,stable,shangcai,support,self_support,zheng,han,583
scrambled_text_opus_20260423_234641_7c92,scrambled,8,20,mid,2,0,stable,stable,shangcai,support,self_support,zheng,han,326
scrambled_text_opus_20260423_234641_7c92,scrambled,8,20,mid,2,0,stable,stable,zheng,hold,hold,,,276
scrambled_text_opus_20260423_234641_7c92,scrambled,9,20,mid,2,0,stable,stable,shangcai,support,self_support,zheng,han,275
scrambled_text_opus_20260423_234641_7c92,scrambled,9,20,mid,2,0,stable,stable,zheng,hold,hold,,,252
scrambled_text_opus_20260423_234641_7c92,scrambled,10,20,mid,2,0,stable,stable,zheng,hold,hold,,,264
scrambled_text_opus_20260423_234641_7c92,scrambled,10,20,mid,2,0,stable,stable,shangcai,support,self_support,zheng,han,331
scrambled_text_opus_20260423_234641_7c92,scrambled,11,20,mid,2,0,stable,stable,shangcai,support,self_support,zheng,han,171
scrambled_text_opus_20260423_234641_7c92,scrambled,11,20,mid,2,0,stable,stable,zheng,hold,hold,,,186
scrambled_text_opus_20260423_234641_7c92,scrambled,12,20,mid,2,0,stable,stable,zheng,support,other_support,luoyang,chu,1036
scrambled_text_opus_20260423_234641_7c92,scrambled,12,20,mid,2,0,stable,stable,shangcai,hold,hold,,,646
scrambled_text_opus_20260423_234641_7c92,scrambled,13,20,mid,2,0,stable,stable,yewang,move,move,zheng,,448
scrambled_text_opus_20260423_234641_7c92,scrambled,13,20,mid,2,0,stable,stable,shangcai,support,self_support,zheng,han,373
